AÑO,TRIMESTRE,COD_DEPARTAMENTO,DEPARTAMENTO,COD_MUNICIPIO,MUNICIPIO,No. ACCESOS FIJOS A INTERNET,POBLACIÓN DANE,INDICE
2016,3,66,RISARALDA,66572,PUEBLO RICO,54,15779,"0,34"
2016,1,27,CHOCÓ,27050,ATRATO,12,5953,"0,20"
2019,3,41,HUILA,41518,PAICOL,159,6655,"2,39"
2020,4,25,CUNDINAMARCA,25258,EL PEÑÓN,19,4921,"0,39"
2019,4,52,NARIÑO,52565,PROVIDENCIA,16,5562,"0,29"
2016,2,85,CASANARE,85136,LA SALINA,47,1408,"3,34"
2018,2,68,SANTANDER,68245,EL GUACAMAYO,76,2167,"3,51"
2017,2,76,VALLE DEL CAUCA,76863,VERSALLES,121,7374,"1,64"
2019,2,47,MAGDALENA,47605,REMOLINO,9,11702,"0,08"
2016,4,70,SUCRE,70230,CHALÁN,6,4401,"0,14"
2016,3,68,SANTANDER,68689,SAN VICENTE DE CHUCURÍ,994,33104,"3,00"
2016,1,63,QUINDÍO,63470,MONTENEGRO,2780,36330,"7,65"
2019,3,25,CUNDINAMARCA,25489,NIMAIMA,50,3665,"1,36"
2020,3,27,CHOCÓ,27413,LLORÓ,13,10022,"0,13"
2020,3,15,BOYACÁ,15114,BUSBANZÁ,29,1174,"2,47"
2019,1,85,CASANARE,85015,CHAMEZA,47,2571,"1,83"
2016,3,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,20173,126591,"15,94"
2016,1,20,CESAR,20710,SAN ALBERTO,1152,24863,"4,63"
2020,1,19,CAUCA,19455,MIRANDA,357,32313,"1,10"
2016,4,15,BOYACÁ,15638,SÁCHICA,110,5288,"2,08"
2020,1,47,MAGDALENA,47205,CONCORDIA,56,11168,"0,50"
2019,4,76,VALLE DEL CAUCA,76246,EL CAIRO,190,6637,"2,86"
2019,2,68,SANTANDER,68425,MACARAVITA,41,2125,"1,93"
2019,2,68,SANTANDER,68101,BOLÍVAR,93,11073,"0,84"
2018,4,19,CAUCA,19760,SOTARÁ PAISPAMBA,39,13939,"0,28"
2017,2,15,BOYACÁ,15839,TUTAZÁ,36,2030,"1,77"
2020,2,13,BOLÍVAR,13300,HATILLO DE LOBA,28,12775,"0,22"
2016,3,15,BOYACÁ,15322,GUATEQUE,555,10599,"5,24"
2019,1,73,TOLIMA,73861,VENADILLO,716,12751,"5,62"
2018,2,68,SANTANDER,68190,CIMITARRA,1448,32947,"4,39"
2018,1,25,CUNDINAMARCA,25324,GUATAQUÍ,67,2848,"2,35"
2017,2,25,CUNDINAMARCA,25307,GIRARDOT,17234,96694,"17,82"
2020,3,91,AMAZONAS,91536,PUERTO ARICA,7,1031,"0,68"
2017,3,05,ANTIOQUIA,05670,SAN ROQUE,1315,21246,"6,19"
2020,1,52,NARIÑO,52788,TANGUA,21,13783,"0,15"
2018,2,08,ATLÁNTICO,08549,PIOJÓ,3,6608,"0,05"
2019,1,15,BOYACÁ,15837,TUTA,281,8369,"3,36"
2016,4,47,MAGDALENA,47541,PEDRAZA,12,8817,"0,14"
2020,1,85,CASANARE,85015,CHAMEZA,17,2474,"0,69"
2018,4,68,SANTANDER,68327,GÜEPSA,300,5114,"5,87"
2020,3,23,CÓRDOBA,23815,TUCHÍN,418,54920,"0,76"
2019,1,05,ANTIOQUIA,05321,GUATAPE,1221,8548,"14,28"
2020,2,52,NARIÑO,52621,ROBERTO PAYÁN,100,12948,"0,77"
2019,1,05,ANTIOQUIA,05266,ENVIGADO,72476,236114,"30,70"
2017,2,13,BOLÍVAR,13647,SAN ESTANISLAO,186,17974,"1,03"
2020,2,25,CUNDINAMARCA,25430,MADRID,27309,122378,"22,32"
2016,3,70,SUCRE,70110,BUENAVISTA,5,10096,"0,05"
2019,3,25,CUNDINAMARCA,25817,TOCANCIPÁ,6329,43020,"14,71"
2017,2,05,ANTIOQUIA,05284,FRONTINO,1048,20820,"5,03"
2020,2,68,SANTANDER,68322,GUAPOTÁ,27,2446,"1,10"
2018,1,41,HUILA,41615,RIVERA,360,24312,"1,48"
2018,4,91,AMAZONAS,91263,EL ENCANTO,3,2100,"0,14"
2015,4,47,MAGDALENA,47189,CIÉNAGA,4289,116934,"3,67"
2020,2,70,SUCRE,70823,SAN JOSÉ DE TOLUVIEJO,351,22196,"1,58"
2017,1,25,CUNDINAMARCA,25181,CHOACHÍ,225,10671,"2,11"
2017,2,25,CUNDINAMARCA,25120,CABRERA,113,4591,"2,46"
2017,3,68,SANTANDER,68872,VILLANUEVA,163,7753,"2,10"
2017,1,17,CALDAS,17446,MARULANDA,100,2613,"3,83"
2020,4,44,LA GUAJIRA,44378,HATONUEVO,927,22071,"4,20"
2020,4,50,META,50270,EL DORADO,12,4069,"0,29"
2017,2,23,CÓRDOBA,23466,MONTELÍBANO,4377,80113,"5,46"
2018,1,70,SUCRE,70221,COVEÑAS,1054,18250,"5,78"
2015,4,05,ANTIOQUIA,05490,NECOCLÍ,1377,40508,"3,40"
2017,4,44,LA GUAJIRA,44378,HATONUEVO,487,19259,"2,53"
2018,1,70,SUCRE,70678,SAN BENITO ABAD,17,28673,"0,06"
2017,1,47,MAGDALENA,47258,EL PIÑON,23,21823,"0,11"
2017,3,85,CASANARE,85430,TRINIDAD,357,12968,"2,75"
2017,1,70,SUCRE,70235,GALERAS,22,21439,"0,10"
2020,3,27,CHOCÓ,27245,EL CARMEN DE ATRATO,122,8606,"1,42"
2018,4,25,CUNDINAMARCA,25260,EL ROSAL,974,22065,"4,41"
2017,1,15,BOYACÁ,15832,TUNUNGUÁ,31,1540,"2,01"
2018,1,18,CAQUETA,18756,SOLANO,17,11214,"0,15"
2019,4,05,ANTIOQUIA,05206,CONCEPCIÓN,266,4760,"5,59"
2017,4,15,BOYACÁ,15764,SORACÁ,36,5928,"0,61"
2018,2,15,BOYACÁ,15500,OICATÁ,44,2821,"1,56"
2018,2,50,META,50590,PUERTO RICO,322,13061,"2,47"
2020,3,50,META,50124,CABUYARO,49,6297,"0,78"
2016,2,05,ANTIOQUIA,05789,TÁMESIS,863,16441,"5,25"
2019,2,54,NORTE DE SANTANDER,54261,EL ZULIA,565,28240,"2,00"
2016,2,95,GUAVIARE,95200,MIRAFLORES,21,6464,"0,32"
2016,2,19,CAUCA,19473,MORALES,25,37470,"0,07"
2020,2,76,VALLE DEL CAUCA,76126,CALIMA,659,18856,"3,49"
2020,1,19,CAUCA,19142,CALOTO,116,30527,"0,38"
2017,3,66,RISARALDA,66572,PUEBLO RICO,100,15943,"0,63"
2018,1,54,NORTE DE SANTANDER,54245,EL CARMEN,252,13144,"1,92"
2016,1,52,NARIÑO,52612,RICAURTE,116,19003,"0,61"
2017,2,73,TOLIMA,73283,FRESNO,716,31035,"2,31"
2017,4,54,NORTE DE SANTANDER,54250,EL TARRA,328,19220,"1,71"
2020,2,27,CHOCÓ,27491,NÓVITA,26,9610,"0,27"
2017,2,25,CUNDINAMARCA,25269,FACATATIVÁ,15892,131825,"12,06"
2016,3,08,ATLÁNTICO,08001,BARRANQUILLA,207503,1167555,"17,77"
2020,4,27,CHOCÓ,27800,UNGUÍA,481,13497,"3,56"
2016,2,25,CUNDINAMARCA,25279,FOMEQUE,163,11325,"1,44"
2019,4,47,MAGDALENA,47551,PIVIJAY,1151,38203,"3,01"
2020,1,50,META,50270,EL DORADO,21,4069,"0,52"
2019,1,73,TOLIMA,73319,GUAMO,1718,32826,"5,23"
2017,3,68,SANTANDER,68176,CHIMA,35,2853,"1,23"
2020,1,20,CESAR,20045,BECERRIL,77,23265,"0,33"
2016,4,68,SANTANDER,68245,EL GUACAMAYO,34,2151,"1,58"
2015,4,17,CALDAS,17513,PÁCORA,634,15754,"4,02"
2016,3,73,TOLIMA,73461,MURILLO,122,4100,"2,98"
2018,2,73,TOLIMA,73067,ATACO,366,19330,"1,89"
2017,4,81,ARAUCA,81065,ARAUQUITA,690,47442,"1,45"
2017,2,15,BOYACÁ,15632,SABOYÁ,76,13383,"0,57"
2020,3,17,CALDAS,17388,LA MERCED,89,6142,"1,45"
2019,4,41,HUILA,41298,GARZÓN,4897,73292,"6,68"
2019,1,05,ANTIOQUIA,05847,URRAO,1672,30484,"5,48"
2019,1,85,CASANARE,85263,PORE,622,12001,"5,18"
2018,4,52,NARIÑO,52788,TANGUA,186,13507,"1,38"
2017,3,15,BOYACÁ,15511,PACHAVITA,36,2451,"1,47"
2020,1,19,CAUCA,19622,ROSAS,16,11766,"0,14"
2020,3,52,NARIÑO,52036,ANCUYA,18,8903,"0,20"
2016,3,25,CUNDINAMARCA,25736,SESQUILÉ,127,10470,"1,21"
2019,2,73,TOLIMA,73770,SUÁREZ,144,3788,"3,80"
2017,2,54,NORTE DE SANTANDER,54518,PAMPLONA,5696,48878,"11,65"
2020,2,15,BOYACÁ,15664,SAN JOSÉ DE PARE,26,5126,"0,51"
2016,3,05,ANTIOQUIA,05665,SAN PEDRO DE URABA,860,30106,"2,86"
2016,1,86,PUTUMAYO,86001,MOCOA,3464,53461,"6,48"
2016,3,05,ANTIOQUIA,05212,COPACABANA,15646,74957,"20,87"
2020,3,68,SANTANDER,68867,VETAS,18,2248,"0,80"
2017,3,25,CUNDINAMARCA,25488,NILO,257,10248,"2,51"
2018,3,25,CUNDINAMARCA,25438,MEDINA,240,8014,"2,99"
2017,4,25,CUNDINAMARCA,25317,GUACHETÁ,282,12819,"2,20"
2017,2,20,CESAR,20045,BECERRIL,24,20925,"0,11"
2019,4,27,CHOCÓ,27361,ISTMINA,2460,30739,"8,00"
2016,1,19,CAUCA,19050,ARGELIA,32,25582,"0,13"
2016,3,68,SANTANDER,68013,AGUADA,28,1845,"1,52"
2020,2,41,HUILA,41872,VILLAVIEJA,114,7528,"1,51"
2019,3,25,CUNDINAMARCA,25596,QUIPILE,26,6380,"0,41"
2017,2,41,HUILA,41006,ACEVEDO,52,24430,"0,21"
2017,2,05,ANTIOQUIA,05266,ENVIGADO,65421,223456,"29,28"
2017,1,25,CUNDINAMARCA,25572,PUERTO SALGAR,989,14827,"6,67"
2020,3,25,CUNDINAMARCA,25596,QUIPILE,50,6599,"0,76"
2018,1,68,SANTANDER,68686,SAN MIGUEL,51,2531,"2,02"
2020,1,54,NORTE DE SANTANDER,54480,MUTISCUA,42,4553,"0,92"
2020,1,23,CÓRDOBA,23586,PURÍSIMA,49,17834,"0,27"
2016,1,25,CUNDINAMARCA,25295,GACHANCIPÁ,281,15147,"1,86"
2019,1,20,CESAR,20710,SAN ALBERTO,1150,27449,"4,19"
2015,4,05,ANTIOQUIA,05543,PEQUE,189,7976,"2,37"
2016,4,05,ANTIOQUIA,05002,ABEJORRAL,890,20534,"4,33"
2019,1,15,BOYACÁ,15820,TÓPAGA,96,3660,"2,62"
2017,4,05,ANTIOQUIA,05697,EL SANTUARIO,3121,34862,"8,95"
2020,3,52,NARIÑO,52260,EL TAMBO,438,14538,"3,01"
2019,3,13,BOLÍVAR,13062,ARROYOHONDO,75,8504,"0,88"
2017,4,68,SANTANDER,68770,SUAITA,163,9918,"1,64"
2016,3,18,CAQUETA,18256,EL PAUJIL,175,17856,"0,98"
2017,2,25,CUNDINAMARCA,25488,NILO,322,10248,"3,14"
2019,1,27,CHOCÓ,27800,UNGUÍA,448,12821,"3,49"
2018,2,68,SANTANDER,68686,SAN MIGUEL,54,2531,"2,13"
2019,4,19,CAUCA,19821,TORIBIO,26,36016,"0,07"
2020,4,73,TOLIMA,73555,PLANADAS,236,26619,"0,89"
2016,3,15,BOYACÁ,15223,CUBARÁ,10,9827,"0,10"
2020,4,63,QUINDÍO,63212,CÓRDOBA,312,5780,"5,40"
2016,3,05,ANTIOQUIA,05887,YARUMAL,3978,40691,"9,78"
2018,1,54,NORTE DE SANTANDER,54172,CHINÁCOTA,673,17263,"3,90"
2018,1,20,CESAR,20750,SAN DIEGO,179,19022,"0,94"
2020,1,66,RISARALDA,66045,APÍA,186,12549,"1,48"
2015,4,15,BOYACÁ,15176,CHIQUINQUIRÁ,4073,53918,"7,55"
2020,3,52,NARIÑO,52381,LA FLORIDA,169,10259,"1,65"
2016,4,68,SANTANDER,68689,SAN VICENTE DE CHUCURÍ,973,33104,"2,94"
2019,2,25,CUNDINAMARCA,25151,CAQUEZA,1070,17480,"6,12"
2019,3,70,SUCRE,70717,SAN PEDRO,12,18920,"0,06"
2019,4,18,CAQUETA,18150,CARTAGENA DEL CHAIRÁ,17,30778,"0,06"
2020,2,05,ANTIOQUIA,05145,CARAMANTA,347,4813,"7,21"
2018,3,54,NORTE DE SANTANDER,54553,PUERTO SANTANDER,283,8502,"3,33"
2016,3,66,RISARALDA,66456,MISTRATÓ,266,16512,"1,61"
2018,3,41,HUILA,41797,TESALIA,518,10697,"4,84"
2019,4,41,HUILA,41668,SAN AGUSTÍN,979,33391,"2,93"
2019,1,54,NORTE DE SANTANDER,54398,LA PLAYA,22,7821,"0,28"
2015,4,20,CESAR,20295,GAMARRA,22,13994,"0,16"
2017,2,76,VALLE DEL CAUCA,76109,BUENAVENTURA,20110,305003,"6,59"
2017,3,95,GUAVIARE,95200,MIRAFLORES,13,6603,"0,20"
2019,2,54,NORTE DE SANTANDER,54347,HERRÁN,23,7087,"0,32"
2018,2,68,SANTANDER,68524,PALMAS DEL SOCORRO,38,2535,"1,50"
2020,4,41,HUILA,41244,ELÍAS,7,4352,"0,16"
2016,4,23,CÓRDOBA,23580,PUERTO LIBERTADOR,238,40285,"0,59"
2017,1,05,ANTIOQUIA,05792,TARSO,349,6133,"5,69"
2019,1,44,LA GUAJIRA,44098,DISTRACCIÓN,285,13706,"2,08"
2020,4,05,ANTIOQUIA,05353,HISPANIA,644,5640,"11,42"
2020,1,19,CAUCA,19760,SOTARÁ PAISPAMBA,18,14366,"0,13"
2018,4,44,LA GUAJIRA,44078,BARRANCAS,830,35743,"2,32"
2017,2,68,SANTANDER,68160,CEPITÁ,35,1997,"1,75"
2020,2,15,BOYACÁ,15516,PAIPA,5014,34823,"14,40"
2019,4,17,CALDAS,17777,SUPÍA,959,29021,"3,30"
2019,2,47,MAGDALENA,47161,CERRO SAN ANTONIO,9,9885,"0,09"
2016,1,91,AMAZONAS,91405,LA CHORRERA,1,2882,"0,03"
2015,4,05,ANTIOQUIA,05030,AMAGÁ,2172,29136,"7,45"
2020,1,91,AMAZONAS,91407,LA PEDRERA,1,3985,"0,03"
2018,4,73,TOLIMA,73449,MELGAR,5070,36536,"13,88"
2020,2,91,AMAZONAS,91798,TARAPACÁ,24,4047,"0,59"
2020,2,15,BOYACÁ,15226,CUÍTIVA,27,1855,"1,46"
2016,4,15,BOYACÁ,15776,SUTAMARCHÁN,96,5980,"1,61"
2018,2,47,MAGDALENA,47555,PLATO,1573,61766,"2,55"
2020,3,23,CÓRDOBA,23464,MOMIL,557,20266,"2,75"
2019,2,19,CAUCA,19821,TORIBIO,26,36016,"0,07"
2016,4,25,CUNDINAMARCA,25258,EL PEÑÓN,49,4590,"1,07"
2020,1,25,CUNDINAMARCA,25491,NOCAIMA,138,6490,"2,13"
2020,2,41,HUILA,41799,TELLO,104,12133,"0,86"
2019,2,68,SANTANDER,68271,FLORIÁN,72,5569,"1,29"
2017,4,05,ANTIOQUIA,05483,NARIÑO,272,10254,"2,65"
2018,1,66,RISARALDA,66400,LA VIRGINIA,3872,27923,"13,87"
2015,4,25,CUNDINAMARCA,25293,GACHALA,100,4549,"2,20"
2020,3,27,CHOCÓ,27075,BAHÍA SOLANO,1026,10663,"9,62"
2017,2,76,VALLE DEL CAUCA,76892,YUMBO,15363,105749,"14,53"
2020,4,05,ANTIOQUIA,05400,LA UNIÓN,2082,22234,"9,36"
2016,3,19,CAUCA,19622,ROSAS,18,11393,"0,16"
2018,1,52,NARIÑO,52320,GUAITARILLA,285,11582,"2,46"
2018,2,05,ANTIOQUIA,05206,CONCEPCIÓN,237,4797,"4,94"
2020,1,05,ANTIOQUIA,05854,VALDIVIA,707,14217,"4,97"
2020,3,86,PUTUMAYO,86219,COLÓN,119,5591,"2,13"
2016,1,66,RISARALDA,66687,SANTUARIO,597,12845,"4,65"
2017,4,17,CALDAS,17662,SAMANÁ,427,20750,"2,06"
2016,3,73,TOLIMA,73148,CARMEN DE APICALÁ,540,9966,"5,42"
2020,3,05,ANTIOQUIA,05030,AMAGÁ,3110,31262,"9,95"
2020,2,20,CESAR,20001,VALLEDUPAR,79449,526238,"15,10"
2020,1,73,TOLIMA,73411,LÍBANO,1776,37364,"4,75"
2016,3,15,BOYACÁ,15367,JENESANO,101,7013,"1,44"
2019,2,18,CAQUETA,18479,MORELIA,40,3718,"1,08"
2015,4,25,CUNDINAMARCA,25245,EL COLEGIO,560,21212,"2,64"
2019,1,68,SANTANDER,68572,PUENTE NACIONAL,152,14740,"1,03"
2016,2,20,CESAR,20250,EL PASO,23,34570,"0,07"
2017,3,25,CUNDINAMARCA,25320,GUADUAS,1612,29273,"5,51"
2016,4,18,CAQUETA,18256,EL PAUJIL,196,17856,"1,10"
2017,1,17,CALDAS,17174,CHINCHINÁ,7963,50947,"15,63"
2016,1,70,SUCRE,70215,COROZAL,4213,65666,"6,42"
2017,3,05,ANTIOQUIA,05234,DABEIBA,835,22836,"3,66"
2019,2,76,VALLE DEL CAUCA,76100,BOLÍVAR,337,15828,"2,13"
2016,4,86,PUTUMAYO,86760,SANTIAGO,181,6989,"2,59"
2016,1,54,NORTE DE SANTANDER,54599,RAGONVALIA,18,5659,"0,32"
2017,1,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,29,20899,"0,14"
2015,4,15,BOYACÁ,15832,TUNUNGUÁ,28,1540,"1,82"
2019,3,15,BOYACÁ,15667,SAN LUIS DE GACENO,107,5476,"1,95"
2020,2,41,HUILA,41298,GARZÓN,5187,74940,"6,92"
2019,2,15,BOYACÁ,15723,SATIVASUR,40,1100,"3,64"
2016,1,05,ANTIOQUIA,05467,MONTEBELLO,170,6786,"2,51"
2018,3,52,NARIÑO,52254,EL PEÑOL,61,7446,"0,82"
2020,1,50,META,50711,VISTAHERMOSA,85,18320,"0,46"
2020,3,76,VALLE DEL CAUCA,76670,SAN PEDRO,1023,17646,"5,80"
2018,1,08,ATLÁNTICO,08675,SANTA LUCÍA,3,16023,"0,02"
2016,1,15,BOYACÁ,15090,BERBEO,32,1616,"1,98"
2020,4,91,AMAZONAS,91530,PUERTO ALEGRÍA,2,754,"0,27"
2018,3,25,CUNDINAMARCA,25324,GUATAQUÍ,67,2848,"2,35"
2017,4,05,ANTIOQUIA,05847,URRAO,1597,29791,"5,36"
2017,2,68,SANTANDER,68872,VILLANUEVA,165,7753,"2,13"
2015,4,25,CUNDINAMARCA,25312,GRANADA,75,6280,"1,19"
2018,2,66,RISARALDA,66045,APÍA,330,12406,"2,66"
2017,1,68,SANTANDER,68229,CURITÍ,212,12495,"1,70"
2020,4,63,QUINDÍO,63302,GÉNOVA,79,7629,"1,04"
2017,4,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,1863,24147,"7,72"
2016,3,05,ANTIOQUIA,05234,DABEIBA,694,22673,"3,06"
2019,4,68,SANTANDER,68245,EL GUACAMAYO,21,2119,"0,99"
2018,3,20,CESAR,20013,AGUSTÍN CODAZZI,3695,60768,"6,08"
2017,3,05,ANTIOQUIA,05789,TÁMESIS,1056,16395,"6,44"
2020,1,05,ANTIOQUIA,05649,SAN CARLOS,1484,16527,"8,98"
2016,4,25,CUNDINAMARCA,25290,FUSAGASUGÁ,22739,125010,"18,19"
2017,4,68,SANTANDER,68013,AGUADA,31,1844,"1,68"
2019,4,54,NORTE DE SANTANDER,54480,MUTISCUA,48,4373,"1,10"
2020,4,41,HUILA,41503,OPORAPA,339,12074,"2,81"
2016,3,68,SANTANDER,68684,SAN JOSÉ DE MIRANDA,42,4492,"0,93"
2017,2,76,VALLE DEL CAUCA,76400,LA UNIÓN,2344,33548,"6,99"
2019,1,68,SANTANDER,68679,SAN GIL,8017,58032,"13,81"
2017,1,25,CUNDINAMARCA,25290,FUSAGASUGÁ,36925,131214,"28,14"
2019,4,27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,15,6210,"0,24"
2016,3,52,NARIÑO,52687,SAN LORENZO,90,18396,"0,49"
2016,2,47,MAGDALENA,47545,PIJIÑO DEL CARMEN,6,11862,"0,05"
2018,4,50,META,50313,GRANADA,4604,68876,"6,68"
2020,1,05,ANTIOQUIA,05306,GIRALDO,212,5725,"3,70"
2017,1,05,ANTIOQUIA,05890,YOLOMBÓ,918,22345,"4,11"
2018,2,94,GUAINÍA,94883,SAN FELIPE,1,1667,"0,06"
2018,2,25,CUNDINAMARCA,25599,APULO,384,8192,"4,69"
2016,1,25,CUNDINAMARCA,25867,VIANÍ,63,4054,"1,55"
2020,2,68,SANTANDER,68079,BARICHARA,892,10813,"8,25"
2018,3,15,BOYACÁ,15664,SAN JOSÉ DE PARE,55,4988,"1,10"
2016,2,25,CUNDINAMARCA,25518,PAIME,45,4187,"1,07"
2015,4,17,CALDAS,17442,MARMATO,90,8639,"1,04"
2020,4,15,BOYACÁ,15621,RONDÓN,8,2461,"0,33"
2020,3,76,VALLE DEL CAUCA,76036,ANDALUCÍA,2466,22786,"10,82"
2018,1,50,META,50325,MAPIRIPÁN,10,7007,"0,14"
2018,3,13,BOLÍVAR,13600,RÍO VIEJO,240,10598,"2,26"
2016,3,19,CAUCA,19845,VILLA RICA,279,20139,"1,39"
2017,3,50,META,50287,FUENTE DE ORO,381,11916,"3,20"
2020,1,86,PUTUMAYO,86571,PUERTO GUZMÁN,89,36541,"0,24"
2019,1,05,ANTIOQUIA,05792,TARSO,442,6194,"7,14"
2018,4,68,SANTANDER,68324,GUAVATÁ,37,4230,"0,87"
2018,3,15,BOYACÁ,15681,SAN PABLO DE BORBUR,91,6608,"1,38"
2016,3,25,CUNDINAMARCA,25281,FOSCA,58,5550,"1,05"
2019,2,73,TOLIMA,73349,HONDA,3099,24585,"12,61"
2019,2,15,BOYACÁ,15047,AQUITANIA,503,15460,"3,25"
2019,2,73,TOLIMA,73275,FLANDES,3173,28510,"11,13"
2015,4,08,ATLÁNTICO,08137,CAMPO DE LA CRUZ,3,22599,"0,01"
2016,1,15,BOYACÁ,15696,SANTA SOFÍA,41,3153,"1,30"
2020,4,81,ARAUCA,81065,ARAUQUITA,1399,57086,"2,45"
2020,2,68,SANTANDER,68682,SAN JOAQUÍN,16,2234,"0,72"
2019,4,73,TOLIMA,73622,RONCESVALLES,38,5467,"0,70"
2015,4,15,BOYACÁ,15761,SOMONDOCO,35,3049,"1,15"
2018,2,86,PUTUMAYO,86755,SAN FRANCISCO,290,5645,"5,14"
2019,1,23,CÓRDOBA,23660,SAHAGÚN,6586,109052,"6,04"
2019,3,05,ANTIOQUIA,05425,MACEO,533,8218,"6,49"
2018,2,25,CUNDINAMARCA,25649,SAN BERNARDO,96,8487,"1,13"
2019,3,15,BOYACÁ,15293,GACHANTIVÁ,36,2779,"1,30"
2019,3,88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88001,SAN ANDRÉS,4015,56358,"7,12"
2016,2,05,ANTIOQUIA,05607,RETIRO,4353,22486,"19,36"
2019,4,05,ANTIOQUIA,05543,PEQUE,263,8186,"3,21"
2017,2,05,ANTIOQUIA,05390,LA PINTADA,804,8256,"9,74"
2016,1,05,ANTIOQUIA,05585,PUERTO NARE,1015,14370,"7,06"
2019,2,76,VALLE DEL CAUCA,76497,OBANDO,918,12140,"7,56"
2019,3,76,VALLE DEL CAUCA,76364,JAMUNDÍ,29834,164159,"18,17"
2018,2,68,SANTANDER,68079,BARICHARA,402,10486,"3,83"
2019,2,05,ANTIOQUIA,05036,ANGELÓPOLIS,258,5790,"4,46"
2015,4,20,CESAR,20770,SAN MARTÍN,34,24355,"0,14"
2017,3,54,NORTE DE SANTANDER,54347,HERRÁN,23,6522,"0,35"
2015,4,05,ANTIOQUIA,05789,TÁMESIS,930,16564,"5,61"
2017,3,50,META,50683,SAN JUAN DE ARAMA,246,9111,"2,70"
2018,2,85,CASANARE,85279,RECETOR,34,1634,"2,08"
2018,3,23,CÓRDOBA,23580,PUERTO LIBERTADOR,184,41873,"0,44"
2019,4,50,META,50590,PUERTO RICO,61,12918,"0,47"
2017,3,18,CAQUETA,18410,LA MONTAÑITA,17,14730,"0,12"
2016,4,86,PUTUMAYO,86569,PUERTO CAICEDO,20,15596,"0,13"
2020,1,25,CUNDINAMARCA,25841,UBAQUE,95,7130,"1,33"
2016,4,47,MAGDALENA,47258,EL PIÑON,23,21318,"0,11"
2017,2,15,BOYACÁ,15104,BOYACÁ,71,5066,"1,40"
2017,2,25,CUNDINAMARCA,25535,PASCA,70,8841,"0,79"
2020,3,18,CAQUETA,18460,MILÁN,114,9994,"1,14"
2019,3,47,MAGDALENA,47288,FUNDACIÓN,2864,68681,"4,17"
2018,4,41,HUILA,41615,RIVERA,339,24312,"1,39"
2017,1,47,MAGDALENA,47001,SANTA MARTA,91206,486246,"18,76"
2017,2,25,CUNDINAMARCA,25320,GUADUAS,1496,29273,"5,11"
2016,4,41,HUILA,41206,COLOMBIA,16,7427,"0,22"
2019,4,20,CESAR,20060,BOSCONIA,3081,41825,"7,37"
2019,3,76,VALLE DEL CAUCA,76845,ULLOA,374,5412,"6,91"
2016,3,52,NARIÑO,52287,FUNES,141,7166,"1,97"
2016,3,25,CUNDINAMARCA,25535,PASCA,62,8691,"0,71"
2019,4,52,NARIÑO,52260,EL TAMBO,27,13986,"0,19"
2019,2,19,CAUCA,19548,PIENDAMÓ - TUNÍA,2078,41362,"5,02"
2020,1,81,ARAUCA,81065,ARAUQUITA,1076,57086,"1,88"
2016,4,13,BOLÍVAR,13074,BARRANCO DE LOBA,197,14519,"1,36"
2020,2,70,SUCRE,70771,SUCRE,72,31084,"0,23"
2018,4,25,CUNDINAMARCA,25793,TAUSA,102,8067,"1,26"
2018,3,15,BOYACÁ,15757,SOCHA,264,7938,"3,33"
2016,4,47,MAGDALENA,47460,NUEVA GRANADA,12,18414,"0,07"
2016,4,52,NARIÑO,52051,ARBOLEDA,64,8398,"0,76"
2015,4,05,ANTIOQUIA,05628,SABANALARGA,230,8837,"2,60"
2017,3,19,CAUCA,19807,TIMBÍO,165,35164,"0,47"
2016,3,05,ANTIOQUIA,05250,EL BAGRE,2805,49488,"5,67"
2016,3,68,SANTANDER,68686,SAN MIGUEL,38,2646,"1,44"
2016,1,52,NARIÑO,52207,CONSACÁ,110,13676,"0,80"
2016,3,05,ANTIOQUIA,05240,EBÉJICO,508,12227,"4,15"
2017,1,05,ANTIOQUIA,05400,LA UNIÓN,1923,21075,"9,12"
2018,2,41,HUILA,41799,TELLO,33,11800,"0,28"
2019,4,15,BOYACÁ,15332,GÜICÁN,31,4285,"0,72"
2018,1,50,META,50590,PUERTO RICO,323,13061,"2,47"
2020,2,05,ANTIOQUIA,05380,LA ESTRELLA,19816,74589,"26,57"
2018,3,76,VALLE DEL CAUCA,76246,EL CAIRO,293,6845,"4,28"
2020,2,05,ANTIOQUIA,05364,JARDÍN,1266,14987,"8,45"
2017,2,86,PUTUMAYO,86760,SANTIAGO,184,7160,"2,57"
2016,4,15,BOYACÁ,15097,BOAVITA,153,5587,"2,74"
2020,3,20,CESAR,20001,VALLEDUPAR,81038,526238,"15,40"
2017,4,25,CUNDINAMARCA,25245,EL COLEGIO,918,22832,"4,02"
2016,2,44,LA GUAJIRA,44078,BARRANCAS,615,33275,"1,85"
2020,1,68,SANTANDER,68368,JESÚS MARÍA,21,3376,"0,62"
2017,2,68,SANTANDER,68533,PÁRAMO,58,4596,"1,26"
2016,1,15,BOYACÁ,15580,QUÍPAMA,99,4931,"2,01"
2018,2,86,PUTUMAYO,86760,SANTIAGO,181,7290,"2,48"
