AÑO,TRIMESTRE,COD_DEPARTAMENTO,DEPARTAMENTO,COD_MUNICIPIO,MUNICIPIO,No. ACCESOS FIJOS A INTERNET,POBLACIÓN DANE,INDICE
2022,1,05,ANTIOQUIA,05809,TITIRIBÍ,1846,11183,"16,51"
2021,2,76,VALLE DEL CAUCA,76233,DAGUA,6620,49373,"13,41"
2022,3,76,VALLE DEL CAUCA,76100,BOLÍVAR,614,16383,"3,75"
2021,2,25,CUNDINAMARCA,25594,QUETAME,133,5472,"2,43"
2022,4,08,ATLÁNTICO,08634,SABANAGRANDE,2944,35630,"8,26"
2023,2,25,CUNDINAMARCA,25867,VIANÍ,90,5078,"1,77"
2021,2,73,TOLIMA,73449,MELGAR,6933,37674,"18,40"
2021,2,08,ATLÁNTICO,08372,JUAN DE ACOSTA,1070,22823,"4,69"
2022,1,17,CALDAS,17495,NORCASIA,307,6100,"5,03"
2021,2,19,CAUCA,19050,ARGELIA,338,27246,"1,24"
2023,2,05,ANTIOQUIA,05400,LA UNIÓN,1433,22870,"6,27"
2023,1,20,CESAR,20770,SAN MARTÍN,1765,30559,"5,78"
2021,3,47,MAGDALENA,47798,TENERIFE,826,14271,"5,79"
2022,2,18,CAQUETA,18610,SAN JOSÉ DEL FRAGUA,43,13609,"0,32"
2021,3,27,CHOCÓ,27205,CONDOTO,996,13234,"7,53"
2023,2,05,ANTIOQUIA,05284,FRONTINO,1335,21737,"6,14"
2022,4,68,SANTANDER,68444,MATANZA,140,5254,"2,66"
2021,1,25,CUNDINAMARCA,25658,SAN FRANCISCO,1187,11886,"9,99"
2021,2,25,CUNDINAMARCA,25899,ZIPAQUIRÁ,31409,145842,"21,54"
2022,4,86,PUTUMAYO,86320,ORITO,2190,39823,"5,50"
2022,2,20,CESAR,20750,SAN DIEGO,516,21311,"2,42"
2022,2,15,BOYACÁ,15176,CHIQUINQUIRÁ,5783,59518,"9,72"
2023,1,70,SUCRE,70221,COVEÑAS,2081,21190,"9,82"
2023,3,05,ANTIOQUIA,05652,SAN FRANCISCO,922,5945,"15,51"
2021,3,17,CALDAS,17877,VITERBO,2319,12991,"17,85"
2021,3,47,MAGDALENA,47675,SALAMINA,1037,11657,"8,90"
2022,3,08,ATLÁNTICO,08549,PIOJÓ,18,7207,"0,25"
2022,1,41,HUILA,41078,BARAYA,27,8758,"0,31"
2023,2,76,VALLE DEL CAUCA,76845,ULLOA,129,5795,"2,23"
2021,4,05,ANTIOQUIA,05854,VALDIVIA,1004,14333,"7,00"
2023,1,86,PUTUMAYO,86760,SANTIAGO,175,7753,"2,26"
2023,3,15,BOYACÁ,15236,CHIVOR,13,2640,"0,49"
2021,2,25,CUNDINAMARCA,25040,ANOLAIMA,1015,15043,"6,75"
2021,3,73,TOLIMA,73001,IBAGUÉ,142745,537856,"26,54"
2022,1,50,META,50370,URIBE,425,9822,"4,33"
2022,1,13,BOLÍVAR,13222,CLEMENCIA,845,15912,"5,31"
2022,1,27,CHOCÓ,27787,TADÓ,1203,19396,"6,20"
2021,4,63,QUINDÍO,63190,CIRCASIA,5585,29179,"19,14"
2022,2,15,BOYACÁ,15403,LA UVITA,10,3146,"0,32"
2022,2,13,BOLÍVAR,13655,SAN JACINTO DEL CAUCA,13,10907,"0,12"
2022,3,05,ANTIOQUIA,05792,TARSO,438,6424,"6,82"
2022,4,18,CAQUETA,18150,CARTAGENA DEL CHAIRÁ,387,32381,"1,20"
2021,4,52,NARIÑO,52585,PUPIALES,265,17946,"1,48"
2022,4,05,ANTIOQUIA,05147,CAREPA,6953,51328,"13,55"
2021,3,50,META,50689,SAN MARTÍN,1878,28489,"6,59"
2022,2,25,CUNDINAMARCA,25040,ANOLAIMA,1052,15521,"6,78"
2021,4,08,ATLÁNTICO,08296,GALAPA,7875,66485,"11,84"
2021,4,76,VALLE DEL CAUCA,76403,LA VICTORIA,1491,12412,"12,01"
2022,3,54,NORTE DE SANTANDER,54245,EL CARMEN,113,14788,"0,76"
2022,4,68,SANTANDER,68377,LA BELLEZA,334,6545,"5,10"
2021,2,19,CAUCA,19137,CALDONO,300,41953,"0,72"
2023,1,17,CALDAS,17388,LA MERCED,164,6268,"2,62"
2022,2,25,CUNDINAMARCA,25878,VIOTÁ,758,14746,"5,14"
2021,4,54,NORTE DE SANTANDER,54313,GRAMALOTE,169,8052,"2,10"
2023,1,50,META,50245,EL CALVARIO,13,1870,"0,70"
2021,4,68,SANTANDER,68572,PUENTE NACIONAL,236,15162,"1,56"
2022,1,15,BOYACÁ,15808,TINJACÁ,144,3469,"4,15"
2021,1,66,RISARALDA,66572,PUEBLO RICO,501,16671,"3,01"
2023,3,54,NORTE DE SANTANDER,54125,CÁCOTA,69,3153,"2,19"
2021,1,08,ATLÁNTICO,08558,POLONUEVO,263,19606,"1,34"
2021,4,15,BOYACÁ,15403,LA UVITA,15,3118,"0,48"
2021,4,13,BOLÍVAR,13468,SANTA CRUZ DE MOMPOX,1525,47377,"3,22"
2022,4,19,CAUCA,19142,CALOTO,190,30865,"0,62"
2022,4,15,BOYACÁ,15293,GACHANTIVÁ,57,2905,"1,96"
2023,2,50,META,50577,PUERTO LLERAS,24,11300,"0,21"
2022,2,47,MAGDALENA,47161,CERRO SAN ANTONIO,6,10954,"0,05"
2022,3,05,ANTIOQUIA,05501,OLAYA,347,3269,"10,61"
2023,1,66,RISARALDA,66456,MISTRATÓ,216,17527,"1,23"
2021,3,05,ANTIOQUIA,05190,CISNEROS,2227,10147,"21,95"
2021,1,73,TOLIMA,73268,ESPINAL,14794,73986,"20,00"
2022,3,05,ANTIOQUIA,05004,ABRIAQUÍ,148,2804,"5,28"
2021,3,70,SUCRE,70265,GUARANDA,380,18464,"2,06"
2021,3,05,ANTIOQUIA,05237,DONMATÍAS,4158,19839,"20,96"
2021,3,05,ANTIOQUIA,05649,SAN CARLOS,1575,16538,"9,52"
2023,2,63,QUINDÍO,63190,CIRCASIA,5758,29500,"19,52"
2021,4,23,CÓRDOBA,23162,CERETÉ,7967,111029,"7,18"
2022,2,52,NARIÑO,52256,EL ROSARIO,159,12771,"1,25"
2021,4,15,BOYACÁ,15380,LA CAPILLA,9,2757,"0,33"
2022,3,88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88564,PROVIDENCIA,10,5937,"0,17"
2023,1,73,TOLIMA,73270,FALAN,410,7933,"5,17"
2023,2,70,SUCRE,70400,LA UNIÓN,713,14282,"4,99"
2023,1,41,HUILA,41807,TIMANÁ,1680,23395,"7,18"
2021,2,05,ANTIOQUIA,05264,ENTRERRIOS,2007,11767,"17,06"
2021,3,13,BOLÍVAR,13222,CLEMENCIA,285,15698,"1,82"
2023,2,25,CUNDINAMARCA,25843,VILLA DE SAN DIEGO DE UBATE,10135,50581,"20,04"
2021,3,73,TOLIMA,73152,CASABIANCA,28,6354,"0,44"
2023,2,41,HUILA,41298,GARZÓN,3397,77794,"4,37"
2022,1,05,ANTIOQUIA,05282,FREDONIA,1828,25541,"7,16"
2023,1,52,NARIÑO,52019,ALBÁN,300,9993,"3,00"
2021,1,05,ANTIOQUIA,05376,LA CEJA,15862,68554,"23,14"
2022,2,52,NARIÑO,52224,CUASPUD CARLOSAMA,8,9570,"0,08"
2023,3,05,ANTIOQUIA,05250,EL BAGRE,10194,55845,"18,25"
2022,4,17,CALDAS,17877,VITERBO,2456,13077,"18,78"
2022,3,91,AMAZONAS,91407,LA PEDRERA,1,4138,"0,02"
2022,3,17,CALDAS,17433,MANZANARES,631,18544,"3,40"
2023,2,73,TOLIMA,73168,CHAPARRAL,4263,54452,"7,83"
2022,2,68,SANTANDER,68209,CONFINES,242,3221,"7,51"
2023,2,47,MAGDALENA,47555,PLATO,5435,69707,"7,80"
2022,4,54,NORTE DE SANTANDER,54518,PAMPLONA,6456,55858,"11,56"
2022,1,73,TOLIMA,73686,SANTA ISABEL,29,5760,"0,50"
2021,1,05,ANTIOQUIA,05591,PUERTO TRIUNFO,2048,19045,"10,75"
2021,1,05,ANTIOQUIA,05266,ENVIGADO,79092,241984,"32,68"
2022,3,68,SANTANDER,68855,VALLE DE SAN JOSÉ,531,6304,"8,42"
2023,1,19,CAUCA,19573,PUERTO TEJADA,3668,44134,"8,31"
2023,2,05,ANTIOQUIA,05034,ANDES,3628,45796,"7,92"
2023,1,41,HUILA,41676,SANTA MARÍA,320,11173,"2,86"
2023,3,25,CUNDINAMARCA,25279,FOMEQUE,182,13959,"1,30"
2022,4,08,ATLÁNTICO,08849,USIACURÍ,1135,13438,"8,45"
2021,2,52,NARIÑO,52678,SAMANIEGO,355,29576,"1,20"
2022,1,13,BOLÍVAR,13030,ALTOS DEL ROSARIO,810,11953,"6,78"
2021,1,70,SUCRE,70523,PALMITO,15,15736,"0,10"
2023,1,68,SANTANDER,68755,SOCORRO,3754,35604,"10,54"
2023,3,95,GUAVIARE,95025,EL RETORNO,115,16984,"0,68"
2023,3,68,SANTANDER,68162,CERRITO,239,7062,"3,38"
2021,3,27,CHOCÓ,27073,BAGADÓ,42,11272,"0,37"
2022,2,23,CÓRDOBA,23660,SAHAGÚN,5903,114033,"5,18"
2021,4,25,CUNDINAMARCA,25053,ARBELÁEZ,595,11464,"5,19"
2023,3,25,CUNDINAMARCA,25807,TIBIRITA,95,3633,"2,61"
2021,1,41,HUILA,41518,PAICOL,165,6911,"2,39"
2021,2,05,ANTIOQUIA,05541,PEÑOL,7455,22008,"33,87"
2021,1,73,TOLIMA,73408,LÉRIDA,592,18582,"3,19"
2022,3,52,NARIÑO,52720,SAPUYES,138,7582,"1,82"
2022,4,05,ANTIOQUIA,05792,TARSO,431,6424,"6,71"
2022,2,63,QUINDÍO,63690,SALENTO,676,9685,"6,98"
2022,4,15,BOYACÁ,15723,SATIVASUR,22,1138,"1,93"
2023,1,68,SANTANDER,68051,ARATOCA,576,8678,"6,64"
2022,1,13,BOLÍVAR,13248,EL GUAMO,92,9314,"0,99"
2023,3,05,ANTIOQUIA,05893,YONDÓ,1062,20572,"5,16"
2021,3,19,CAUCA,19355,INZÁ,131,30152,"0,43"
2023,3,05,ANTIOQUIA,05475,MURINDÓ,93,5263,"1,77"
2022,2,52,NARIÑO,52696,SANTA BÁRBARA,33,13976,"0,24"
2022,3,73,TOLIMA,73349,HONDA,4749,25848,"18,37"
2022,2,15,BOYACÁ,15215,CORRALES,190,2631,"7,22"
2023,3,05,ANTIOQUIA,05480,MUTATÁ,847,14904,"5,68"
2022,4,70,SUCRE,70678,SAN BENITO ABAD,448,30565,"1,47"
2021,3,05,ANTIOQUIA,05051,ARBOLETES,1622,31156,"5,21"
2023,3,76,VALLE DEL CAUCA,76497,OBANDO,1331,12615,"10,55"
2023,3,19,CAUCA,19290,FLORENCIA,802,5442,"14,74"
2022,1,68,SANTANDER,68276,FLORIDABLANCA,79253,332053,"23,87"
2022,2,15,BOYACÁ,15087,BELÉN,738,7841,"9,41"
2023,1,88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88001,SAN ANDRÉS,9411,56333,"16,71"
2021,1,50,META,50006,ACACÍAS,17512,92906,"18,85"
2021,2,25,CUNDINAMARCA,25120,CABRERA,58,5153,"1,13"
2022,3,41,HUILA,41078,BARAYA,41,8758,"0,47"
2021,2,15,BOYACÁ,15001,TUNJA,47876,181729,"26,34"
2022,1,50,META,50313,GRANADA,2211,73890,"2,99"
2021,2,52,NARIÑO,52694,SAN PEDRO DE CARTAGO,10,7024,"0,14"
2023,2,15,BOYACÁ,15790,TASCO,143,6170,"2,32"
2023,1,54,NORTE DE SANTANDER,54820,TOLEDO,528,17560,"3,01"
2021,3,15,BOYACÁ,15837,TUTA,473,8641,"5,47"
2022,4,15,BOYACÁ,15755,SOCOTÁ,98,7556,"1,30"
2022,4,19,CAUCA,19513,PADILLA,23,10395,"0,22"
2021,4,05,ANTIOQUIA,05321,GUATAPE,1575,8791,"17,92"
2021,3,15,BOYACÁ,15377,LABRANZAGRANDE,20,3615,"0,55"
2021,1,15,BOYACÁ,15367,JENESANO,262,7508,"3,49"
2023,2,18,CAQUETA,18410,LA MONTAÑITA,326,15503,"2,10"
2023,3,15,BOYACÁ,15183,CHITA,82,8317,"0,99"
2022,3,05,ANTIOQUIA,05665,SAN PEDRO DE URABA,4115,32615,"12,62"
2022,4,85,CASANARE,85162,MONTERREY,1257,18890,"6,65"
2021,1,76,VALLE DEL CAUCA,76863,VERSALLES,253,7387,"3,42"
2022,1,68,SANTANDER,68468,MOLAGAVITA,62,4251,"1,46"
2023,3,20,CESAR,20621,LA PAZ,954,31829,"3,00"
2023,1,08,ATLÁNTICO,08141,CANDELARIA,261,17595,"1,48"
2021,1,47,MAGDALENA,47745,SITIONUEVO,442,29607,"1,49"
2023,2,68,SANTANDER,68271,FLORIÁN,22,6021,"0,37"
2023,1,25,CUNDINAMARCA,25799,TENJO,4397,26012,"16,90"
2021,2,91,AMAZONAS,91798,TARAPACÁ,19,4159,"0,46"
2022,2,76,VALLE DEL CAUCA,76275,FLORIDA,3934,58317,"6,75"
2021,2,68,SANTANDER,68682,SAN JOAQUÍN,14,2251,"0,62"
2021,3,52,NARIÑO,52506,OSPINA,276,7294,"3,78"
2021,1,68,SANTANDER,68298,GAMBITA,28,4112,"0,68"
2021,3,27,CHOCÓ,27150,CARMEN DEL DARIÉN,154,21107,"0,73"
2022,3,44,LA GUAJIRA,44001,RIOHACHA,28345,217719,"13,02"
2022,1,05,ANTIOQUIA,05736,SEGOVIA,9584,40231,"23,82"
2023,3,73,TOLIMA,73055,ARMERO,2362,13473,"17,53"
2021,4,25,CUNDINAMARCA,25488,NILO,388,11964,"3,24"
2022,4,15,BOYACÁ,15218,COVARACHÍA,68,2884,"2,36"
2021,4,94,GUAINÍA,94001,INÍRIDA,971,35041,"2,77"
2023,1,25,CUNDINAMARCA,25754,SOACHA,172408,782647,"22,03"
2021,3,25,CUNDINAMARCA,25281,FOSCA,115,6233,"1,85"
2023,3,54,NORTE DE SANTANDER,54223,CUCUTILLA,175,9230,"1,90"
2023,3,05,ANTIOQUIA,05858,VEGACHÍ,1612,12453,"12,94"
2022,2,50,META,50680,SAN CARLOS DE GUAROA,159,13238,"1,20"
2021,4,15,BOYACÁ,15638,SÁCHICA,320,5732,"5,58"
2021,3,25,CUNDINAMARCA,25328,GUAYABAL DE SIQUIMA,45,4852,"0,93"
2021,1,97,VAUPÉS,97001,MITÚ,34,32301,"0,11"
2023,1,41,HUILA,41770,SUAZA,620,23562,"2,63"
2022,4,05,ANTIOQUIA,05425,MACEO,380,8559,"4,44"
2021,1,70,SUCRE,70235,GALERAS,24,23582,"0,10"
2022,3,47,MAGDALENA,47545,PIJIÑO DEL CARMEN,319,13310,"2,40"
2022,4,05,ANTIOQUIA,05125,CAICEDO,392,8727,"4,49"
2023,2,85,CASANARE,85410,TAURAMENA,1956,26381,"7,41"
2023,2,15,BOYACÁ,15660,SAN EDUARDO,45,1755,"2,56"
